,CustID,Zip_Code,Gender,Income_(per/month),Education,Age,Profession,Gourment_affinity,Cooking_affinity,Travel_affinity,social_media_affinity,qsr_visits,competitor_visits,food_apps,premium_customer_flag,non_premium_customers,premium_customer_model_probability,non_premium_customer_model_probability,Customer_Classification,Potential_Non_potential_customer_classification
155,156,400050,Female,69576,Master's Degree,56,Machine_Learning_Expert,1,0,0,1,24,24,1,1,0,0.2973507936680873,0.47,Non_Premium_Customer,Prospect_Potential_Customer
156,157,400050,Male,161434,Bachelor's Degree,54,Corporate_Lawyer,0,0,1,1,7,9,1,1,0,0.5876170667640812,0.39,Premium_Customer,Prospect_Potential_Customer
157,158,400050,Female,182025,Post Doctoral Degree,56,Product_Manager,1,0,1,1,15,3,1,1,0,0.6573666745712454,0.45,Premium_Customer,Prospect_Potential_Customer
158,159,400050,Female,39630,Master's Degree,43,Blockchain_Developer,0,1,1,1,17,22,1,1,0,0.3694029188945555,0.7,Non_Premium_Customer,Prospect_Potential_Customer
159,160,400050,Male,184771,Bachelor's Degree,57,Investment Banker,1,0,1,1,24,14,1,0,1,0.4939606803911762,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
160,161,400092,Male,191726,Post Doctoral Degree,46,Corporate_Lawyer,0,0,0,1,2,25,1,0,1,0.62751016015802,0.4,Premium_Customer,Prospect_Potential_Customer
161,162,400092,Male,34987,Master's Degree,26,Corporate_Lawyer,1,0,1,1,25,6,0,1,0,0.6730244094774186,0.73,Potential_Customer,Prospect_Potential_Customer
162,163,400092,Male,86050,Post Doctoral Degree,60,Corporate_Lawyer,0,0,0,0,27,25,0,1,0,0.6470121685427184,0.64,Potential_Customer,Prospect_Potential_Customer
163,164,400092,Female,96644,Post Doctoral Degree,51,Blockchain_Developer,0,1,0,1,4,20,1,1,0,0.430769008296861,0.84,Non_Premium_Customer,Prospect_Potential_Customer
164,165,400092,Female,126393,Master's Degree,41,Blockchain_Developer,0,1,1,1,19,18,0,0,1,0.4252587951284879,0.61,Non_Premium_Customer,Prospect_Potential_Customer
165,166,400092,Male,193093,Master's Degree,53,Full_Stack_Software_Developer,0,0,1,0,29,2,1,0,1,0.5455368714836408,0.34,Premium_Customer,Prospect_Potential_Customer
166,167,400092,Female,116042,Bachelor's Degree,26,Management_Consultant,1,1,0,1,16,3,0,1,0,0.49489942482682286,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
167,168,400092,Male,73507,Master's Degree,43,Product_Manager,1,0,0,0,23,16,1,0,1,0.5487371668788276,0.38,Premium_Customer,Prospect_Potential_Customer
168,169,400092,Female,92744,Master's Degree,49,Data_Scientist,1,1,1,0,25,6,0,1,0,0.4976586780038729,0.53,Non_Premium_Customer,Prospect_Potential_Customer
169,170,400092,Female,185885,Bachelor's Degree,45,Machine_Learning_Expert,1,0,0,1,22,7,1,1,0,0.30830183199853933,0.78,Non_Premium_Customer,Prospect_Potential_Customer
170,171,400603,Male,144868,Master's Degree,33,Blockchain_Developer,0,0,0,1,29,4,1,0,1,0.450704747768584,0.46,Non_Potential_Customer,Prospect_Non_Potential_Customer
171,172,400603,Female,76846,Bachelor's Degree,31,Corporate_Lawyer,1,0,0,1,2,19,0,1,0,0.5045217328482452,0.27,Non_Potential_Customer,Prospect_Non_Potential_Customer
172,173,400603,Female,132028,Post Doctoral Degree,56,Investment Banker,0,1,1,1,14,28,1,1,0,0.5441956788853248,0.46,Premium_Customer,Prospect_Potential_Customer
173,174,400603,Female,138740,Bachelor's Degree,60,Investment Banker,0,0,1,0,17,28,0,1,0,0.42652136135114116,0.43,Non_Potential_Customer,Prospect_Non_Potential_Customer
174,175,400603,Female,64457,Bachelor's Degree,58,Blockchain_Developer,0,0,0,1,24,2,1,0,1,0.35757141472139403,0.33,Non_Potential_Customer,Prospect_Non_Potential_Customer
175,176,400603,Female,95990,Master's Degree,52,Investment Banker,0,1,1,1,26,24,0,1,0,0.526022305048707,0.37,Premium_Customer,Prospect_Potential_Customer
176,177,400603,Male,108869,Post Doctoral Degree,30,Product_Manager,0,1,0,1,2,15,1,1,0,0.6489414012696311,0.12,Premium_Customer,Prospect_Potential_Customer
177,178,400603,Male,58524,Master's Degree,42,Machine_Learning_Expert,0,0,1,0,21,14,0,0,1,0.4253733383942842,0.56,Non_Premium_Customer,Prospect_Potential_Customer
178,179,400603,Male,64430,Post Doctoral Degree,42,Data_Scientist,1,1,1,1,4,27,0,0,1,0.5238140186993131,0.77,Potential_Customer,Prospect_Potential_Customer
179,180,400603,Male,90418,Bachelor's Degree,37,Machine_Learning_Expert,1,1,0,0,16,25,1,1,0,0.2872147313649805,0.86,Non_Premium_Customer,Prospect_Potential_Customer
180,181,400086,Male,119150,Bachelor's Degree,41,Product_Manager,1,0,0,1,7,29,1,0,1,0.4396633886657698,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
181,182,400086,Female,86356,Bachelor's Degree,50,Full_Stack_Software_Developer,0,1,0,1,23,4,0,0,1,0.46586338238720754,0.37,Non_Potential_Customer,Prospect_Non_Potential_Customer
182,183,400086,Female,33526,Master's Degree,45,Product_Manager,0,0,0,0,18,23,0,1,0,0.5162209362475144,0.51,Potential_Customer,Prospect_Potential_Customer
183,184,400086,Male,148814,Post Doctoral Degree,58,Machine_Learning_Expert,0,1,0,0,22,14,0,0,1,0.499255566815435,0.63,Non_Premium_Customer,Prospect_Potential_Customer
184,185,400086,Male,57134,Post Doctoral Degree,34,Investment Banker,0,1,1,1,26,15,0,0,1,0.6603376359180546,0.44,Premium_Customer,Prospect_Potential_Customer
185,186,400086,Male,81191,Bachelor's Degree,44,Blockchain_Developer,0,1,1,1,19,6,1,0,1,0.4175034354726715,0.43,Non_Potential_Customer,Prospect_Non_Potential_Customer
186,187,400086,Female,63099,Bachelor's Degree,48,Product_Manager,1,1,0,0,21,28,1,1,0,0.4110582486242815,0.26,Non_Potential_Customer,Prospect_Non_Potential_Customer
187,188,400086,Male,49783,Post Doctoral Degree,29,Full_Stack_Software_Developer,0,0,0,0,27,17,1,1,0,0.5120742886503217,0.27,Premium_Customer,Prospect_Potential_Customer
188,189,400086,Female,31629,Master's Degree,28,Investment Banker,1,1,1,1,17,23,1,1,0,0.48205047920052585,0.7,Non_Premium_Customer,Prospect_Potential_Customer
189,190,400086,Female,183192,Post Doctoral Degree,35,Management_Consultant,0,1,0,0,7,4,0,1,0,0.628005658822859,0.25,Premium_Customer,Prospect_Potential_Customer
190,191,400053,Male,34068,Master's Degree,34,Management_Consultant,0,0,0,1,24,30,0,0,1,0.4659756260770344,0.48,Non_Premium_Customer,Prospect_Potential_Customer
191,192,400053,Male,176415,Post Doctoral Degree,45,Corporate_Lawyer,0,0,0,0,14,26,0,1,0,0.6495876694468958,0.4,Premium_Customer,Prospect_Potential_Customer
192,193,400053,Male,43959,Bachelor's Degree,50,Full_Stack_Software_Developer,1,1,0,1,20,17,1,1,0,0.4103074510960632,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
193,194,400053,Female,177703,Post Doctoral Degree,48,Management_Consultant,1,0,1,0,29,19,1,0,1,0.51912940934292,0.34,Premium_Customer,Prospect_Potential_Customer
194,195,400053,Female,187546,Post Doctoral Degree,30,Product_Manager,1,1,0,0,20,21,0,0,1,0.6068843626765372,0.72,Potential_Customer,Prospect_Potential_Customer
195,196,400053,Female,115786,Bachelor's Degree,33,Management_Consultant,1,1,0,1,2,18,0,0,1,0.43403983619105446,0.49,Non_Premium_Customer,Prospect_Potential_Customer
196,197,400053,Male,167639,Post Doctoral Degree,49,Product_Manager,0,1,1,0,5,17,1,1,0,0.6601791268118826,0.21,Premium_Customer,Prospect_Potential_Customer
197,198,400053,Male,179071,Post Doctoral Degree,41,Machine_Learning_Expert,1,0,0,0,7,4,1,1,0,0.4846343969275143,0.53,Non_Premium_Customer,Prospect_Potential_Customer
198,199,400053,Female,67178,Bachelor's Degree,26,Machine_Learning_Expert,0,0,1,1,30,16,1,1,0,0.2859151794332196,0.43,Non_Potential_Customer,Prospect_Non_Potential_Customer
199,200,400053,Male,44914,Bachelor's Degree,55,Data_Scientist,1,0,1,0,20,13,0,0,1,0.42695167311382515,0.48,Non_Premium_Customer,Prospect_Potential_Customer
200,201,400057,Male,180745,Bachelor's Degree,29,Management_Consultant,0,1,0,1,11,3,1,1,0,0.5129880668530019,0.68,Potential_Customer,Prospect_Potential_Customer
201,202,400057,Female,188499,Post Doctoral Degree,35,Investment Banker,1,1,0,0,3,18,1,0,1,0.560202560060794,0.26,Premium_Customer,Prospect_Potential_Customer
202,203,400057,Female,168204,Post Doctoral Degree,28,Full_Stack_Software_Developer,0,0,1,0,15,13,1,1,0,0.5144006680196638,0.65,Potential_Customer,Prospect_Potential_Customer
203,204,400057,Male,186697,Bachelor's Degree,28,Corporate_Lawyer,0,0,1,1,18,15,1,1,0,0.5546560516799625,0.44,Premium_Customer,Prospect_Potential_Customer
204,205,400057,Male,57224,Master's Degree,50,Full_Stack_Software_Developer,0,1,1,1,17,21,0,1,0,0.519562362597584,0.52,Potential_Customer,Prospect_Potential_Customer
205,206,400057,Male,151682,Post Doctoral Degree,33,Product_Manager,1,0,0,0,30,8,0,1,0,0.6771688315819181,0.49,Potential_Customer,Prospect_Potential_Customer
206,207,400057,Male,134184,Master's Degree,51,Blockchain_Developer,0,0,1,1,17,14,0,0,1,0.4731014113784613,0.46,Non_Potential_Customer,Prospect_Non_Potential_Customer
207,208,400057,Female,62898,Post Doctoral Degree,58,Management_Consultant,1,1,1,0,7,24,0,1,0,0.5537472077807564,0.48,Potential_Customer,Prospect_Potential_Customer
208,209,400057,Male,62607,Master's Degree,27,Machine_Learning_Expert,1,1,0,0,6,8,0,1,0,0.4493997891759522,0.64,Non_Premium_Customer,Prospect_Potential_Customer
209,210,400057,Female,120036,Master's Degree,39,Machine_Learning_Expert,1,0,0,0,23,22,0,0,1,0.33177006222017463,0.59,Non_Premium_Customer,Prospect_Potential_Customer
210,211,400098,Female,37444,Bachelor's Degree,49,Corporate_Lawyer,0,1,0,1,23,11,0,0,1,0.5614626110142926,0.51,Potential_Customer,Prospect_Potential_Customer
211,212,400098,Female,46432,Post Doctoral Degree,31,Product_Manager,0,1,1,0,4,20,1,1,0,0.5952122713088035,0.28,Premium_Customer,Prospect_Potential_Customer
212,213,400098,Male,92960,Post Doctoral Degree,54,Investment Banker,1,1,0,1,5,4,0,0,1,0.6938448821288382,0.26,Premium_Customer,Prospect_Potential_Customer
213,214,400098,Female,164031,Bachelor's Degree,57,Management_Consultant,1,0,1,1,18,8,1,0,1,0.44373714703626727,0.62,Non_Premium_Customer,Prospect_Potential_Customer
214,215,400098,Female,73332,Master's Degree,45,Full_Stack_Software_Developer,0,0,0,1,5,12,0,1,0,0.4791836387593329,0.53,Non_Premium_Customer,Prospect_Potential_Customer
215,216,400098,Male,101814,Bachelor's Degree,49,Blockchain_Developer,1,1,0,1,24,18,0,1,0,0.3831585883672757,0.64,Non_Premium_Customer,Prospect_Potential_Customer
216,217,400098,Female,133274,Post Doctoral Degree,31,Machine_Learning_Expert,0,0,1,0,3,8,0,1,0,0.480644578957504,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
217,218,400098,Male,98311,Post Doctoral Degree,48,Machine_Learning_Expert,0,1,1,0,2,28,0,1,0,0.4590294521569296,0.71,Non_Premium_Customer,Prospect_Potential_Customer
218,219,400098,Female,31622,Post Doctoral Degree,24,Machine_Learning_Expert,0,0,0,0,6,16,0,0,1,0.4200866090679647,0.62,Non_Premium_Customer,Prospect_Potential_Customer
219,220,400098,Male,100943,Post Doctoral Degree,27,Full_Stack_Software_Developer,0,0,1,1,21,3,1,0,1,0.6021793536288588,0.21,Premium_Customer,Prospect_Potential_Customer
220,221,400091,Male,152961,Bachelor's Degree,33,Investment Banker,1,1,0,0,4,2,1,1,0,0.538653372689911,0.33,Premium_Customer,Prospect_Potential_Customer
221,222,400091,Male,196118,Master's Degree,31,Data_Scientist,1,1,0,0,22,12,1,0,1,0.46046888440935774,0.44,Non_Potential_Customer,Prospect_Non_Potential_Customer
222,223,400091,Male,60589,Master's Degree,40,Investment Banker,0,0,0,0,18,18,1,1,0,0.5127883283356731,0.47,Potential_Customer,Prospect_Potential_Customer
223,224,400091,Male,71203,Master's Degree,52,Product_Manager,1,1,1,1,1,19,0,0,1,0.6237236933288445,0.39,Premium_Customer,Prospect_Potential_Customer
224,225,400091,Male,131642,Bachelor's Degree,37,Product_Manager,0,1,0,0,8,5,0,0,1,0.6010001907658535,0.13,Premium_Customer,Prospect_Potential_Customer
225,226,400091,Female,114836,Post Doctoral Degree,35,Data_Scientist,1,0,0,0,9,19,0,0,1,0.4717381533463169,0.76,Non_Premium_Customer,Prospect_Potential_Customer
226,227,400091,Male,40602,Master's Degree,25,Data_Scientist,0,0,0,0,19,6,1,0,1,0.4652996793180969,0.32,Non_Potential_Customer,Prospect_Non_Potential_Customer
227,228,400091,Male,124200,Bachelor's Degree,35,Blockchain_Developer,1,0,1,0,18,12,1,1,0,0.3664133518172713,0.53,Non_Premium_Customer,Prospect_Potential_Customer
228,229,400091,Female,37986,Master's Degree,45,Investment Banker,0,1,1,0,27,19,0,1,0,0.5368752489316058,0.58,Potential_Customer,Prospect_Potential_Customer
229,230,400091,Male,35414,Bachelor's Degree,38,Machine_Learning_Expert,1,1,1,1,10,23,0,1,0,0.3477954377323513,0.73,Non_Premium_Customer,Prospect_Potential_Customer
230,231,400080,Female,104438,Post Doctoral Degree,54,Investment Banker,0,1,1,0,15,15,0,0,1,0.6276467631886449,0.64,Potential_Customer,Prospect_Potential_Customer
231,232,400080,Female,126441,Post Doctoral Degree,36,Investment Banker,0,0,1,1,11,6,0,0,1,0.6494229680862931,0.34,Premium_Customer,Prospect_Potential_Customer
232,233,400080,Male,58007,Master's Degree,31,Product_Manager,1,0,0,1,21,7,0,0,1,0.6235301135119887,0.63,Potential_Customer,Prospect_Potential_Customer
233,234,400080,Male,35881,Bachelor's Degree,48,Machine_Learning_Expert,1,1,1,1,16,28,0,0,1,0.32943277157622974,0.69,Non_Premium_Customer,Prospect_Potential_Customer
234,235,400080,Female,100925,Post Doctoral Degree,30,Full_Stack_Software_Developer,1,1,1,1,19,14,1,0,1,0.525743155605132,0.41,Premium_Customer,Prospect_Potential_Customer
235,236,400080,Male,107741,Master's Degree,56,Management_Consultant,0,1,1,0,13,17,0,1,0,0.5688712886284563,0.75,Potential_Customer,Prospect_Potential_Customer
236,237,400080,Female,126922,Post Doctoral Degree,36,Full_Stack_Software_Developer,0,0,0,1,22,28,1,1,0,0.4345380573402455,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
237,238,400080,Male,43200,Post Doctoral Degree,30,Full_Stack_Software_Developer,1,0,0,1,22,8,1,0,1,0.5526219578441249,0.36,Premium_Customer,Prospect_Potential_Customer
238,239,400080,Male,137060,Master's Degree,57,Blockchain_Developer,0,0,0,0,1,29,1,1,0,0.35506968806831796,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
239,240,400080,Male,49194,Bachelor's Degree,45,Investment Banker,1,0,1,1,24,2,0,1,0,0.5714511479039124,0.34,Premium_Customer,Prospect_Potential_Customer
240,241,400099,Male,130469,Master's Degree,25,Product_Manager,0,0,0,1,6,25,0,0,1,0.561466670377958,0.68,Potential_Customer,Prospect_Potential_Customer
241,242,400099,Female,48307,Master's Degree,55,Full_Stack_Software_Developer,1,0,0,1,1,9,0,1,0,0.489067841949337,0.48,Non_Premium_Customer,Prospect_Potential_Customer
242,243,400099,Male,71221,Post Doctoral Degree,53,Blockchain_Developer,1,0,0,1,23,9,0,1,0,0.5294636330329214,0.39,Premium_Customer,Prospect_Potential_Customer
243,244,400099,Male,40214,Post Doctoral Degree,26,Management_Consultant,1,0,1,1,26,10,0,1,0,0.628386081830753,0.39,Premium_Customer,Prospect_Potential_Customer
244,245,400099,Female,187365,Post Doctoral Degree,50,Corporate_Lawyer,0,0,0,1,4,10,1,1,0,0.6495139708963461,0.65,Potential_Customer,Prospect_Potential_Customer
245,246,400099,Male,186347,Bachelor's Degree,41,Machine_Learning_Expert,1,1,1,1,14,2,1,0,1,0.40567745467234284,0.65,Non_Premium_Customer,Prospect_Potential_Customer
246,247,400099,Female,136775,Post Doctoral Degree,42,Machine_Learning_Expert,1,1,1,0,3,9,1,1,0,0.45596229396940424,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
247,248,400099,Female,173285,Bachelor's Degree,48,Blockchain_Developer,0,1,0,0,15,9,1,1,0,0.3505522242842344,0.52,Non_Premium_Customer,Prospect_Potential_Customer
248,249,400099,Male,154527,Master's Degree,44,Blockchain_Developer,0,0,1,0,4,19,0,1,0,0.44688495869838907,0.92,Non_Premium_Customer,Prospect_Potential_Customer
249,250,400099,Female,57810,Post Doctoral Degree,40,Corporate_Lawyer,1,0,0,0,15,5,1,1,0,0.6459211764882853,0.52,Potential_Customer,Prospect_Potential_Customer
250,251,400024,Female,71019,Post Doctoral Degree,54,Blockchain_Developer,0,1,0,1,3,29,0,0,1,0.42908724873371157,0.51,Non_Premium_Customer,Prospect_Potential_Customer
251,252,400024,Male,75863,Master's Degree,53,Full_Stack_Software_Developer,0,1,1,1,9,6,0,0,1,0.5886519497466005,0.6,Potential_Customer,Prospect_Potential_Customer
252,253,400024,Male,100600,Master's Degree,51,Product_Manager,1,1,1,1,19,26,1,1,0,0.5549917093987898,0.16,Premium_Customer,Prospect_Potential_Customer
253,254,400024,Male,36604,Post Doctoral Degree,48,Data_Scientist,0,1,1,1,9,15,1,1,0,0.5437399415295247,0.63,Potential_Customer,Prospect_Potential_Customer
254,255,400024,Female,99126,Post Doctoral Degree,56,Machine_Learning_Expert,1,0,0,1,16,11,1,0,1,0.4123286045748563,0.66,Non_Premium_Customer,Prospect_Potential_Customer
255,256,400024,Male,151159,Bachelor's Degree,28,Blockchain_Developer,1,0,0,0,30,1,1,1,0,0.389325133881954,0.2,Non_Potential_Customer,Prospect_Non_Potential_Customer
256,257,400024,Female,131369,Post Doctoral Degree,56,Management_Consultant,0,0,1,0,24,16,0,0,1,0.5737525972784795,0.42,Premium_Customer,Prospect_Potential_Customer
257,258,400024,Male,167892,Bachelor's Degree,31,Machine_Learning_Expert,1,1,0,1,1,7,1,1,0,0.365728129988673,0.49,Non_Premium_Customer,Prospect_Potential_Customer
258,259,400024,Male,76588,Master's Degree,30,Machine_Learning_Expert,1,1,0,0,3,30,0,0,1,0.3581048011950488,0.64,Non_Premium_Customer,Prospect_Potential_Customer
259,260,400024,Male,43401,Master's Degree,43,Investment Banker,1,0,0,0,30,11,0,0,1,0.5710903745145741,0.3,Premium_Customer,Prospect_Potential_Customer
260,261,400064,Female,182708,Master's Degree,33,Data_Scientist,0,1,0,0,12,4,1,0,1,0.45965992623064045,0.44,Non_Potential_Customer,Prospect_Non_Potential_Customer
261,262,400064,Female,101965,Bachelor's Degree,53,Corporate_Lawyer,1,1,0,1,27,5,0,1,0,0.584781276980606,0.6,Potential_Customer,Prospect_Potential_Customer
262,263,400064,Female,56497,Post Doctoral Degree,33,Blockchain_Developer,0,1,1,1,27,7,1,0,1,0.49072763283297877,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
263,264,400064,Male,58654,Master's Degree,57,Machine_Learning_Expert,0,1,1,1,19,12,0,0,1,0.4618385429903145,0.65,Non_Premium_Customer,Prospect_Potential_Customer
264,265,400064,Male,62860,Bachelor's Degree,58,Blockchain_Developer,0,1,0,1,16,20,1,0,1,0.34584304224652046,0.75,Non_Premium_Customer,Prospect_Potential_Customer
265,266,400064,Female,160391,Bachelor's Degree,27,Product_Manager,1,1,1,1,7,25,0,0,1,0.487062983742841,0.68,Non_Premium_Customer,Prospect_Potential_Customer
266,267,400064,Male,169921,Master's Degree,42,Investment Banker,0,1,1,0,2,20,1,1,0,0.5553361185705413,0.52,Potential_Customer,Prospect_Potential_Customer
267,268,400064,Male,179221,Post Doctoral Degree,55,Management_Consultant,1,1,0,1,5,9,1,0,1,0.6174449651868493,0.6,Potential_Customer,Prospect_Potential_Customer
268,269,400064,Male,186061,Post Doctoral Degree,35,Full_Stack_Software_Developer,0,1,1,0,17,18,0,0,1,0.5965775494402127,0.4,Premium_Customer,Prospect_Potential_Customer
269,270,400064,Male,137182,Bachelor's Degree,45,Product_Manager,1,1,1,1,8,6,0,0,1,0.6149122989860353,0.17,Premium_Customer,Prospect_Potential_Customer
270,271,400071,Female,48637,Post Doctoral Degree,59,Investment Banker,0,1,0,1,20,9,1,0,1,0.5987100619350857,0.52,Potential_Customer,Prospect_Potential_Customer
271,272,400071,Female,48263,Master's Degree,53,Product_Manager,0,1,1,1,22,21,1,0,1,0.5330640337358403,0.59,Potential_Customer,Prospect_Potential_Customer
272,273,400071,Female,183747,Bachelor's Degree,54,Product_Manager,0,1,1,1,8,15,0,1,0,0.5441134600143502,0.35,Premium_Customer,Prospect_Potential_Customer
273,274,400071,Male,190873,Bachelor's Degree,26,Investment Banker,0,0,0,1,24,18,1,0,1,0.45673425828056263,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
274,275,400071,Female,89520,Bachelor's Degree,46,Blockchain_Developer,1,1,0,1,25,26,1,0,1,0.27610062772967914,0.6,Non_Premium_Customer,Prospect_Potential_Customer
275,276,400071,Female,81380,Master's Degree,55,Data_Scientist,0,1,0,0,6,22,0,0,1,0.4206342909310204,0.54,Non_Premium_Customer,Prospect_Potential_Customer
276,277,400071,Male,187984,Post Doctoral Degree,46,Corporate_Lawyer,1,1,0,0,1,26,0,1,0,0.6654728380972308,0.38,Premium_Customer,Prospect_Potential_Customer
277,278,400071,Male,152996,Post Doctoral Degree,46,Blockchain_Developer,0,0,1,0,26,21,1,1,0,0.4592311951827412,0.51,Non_Premium_Customer,Prospect_Potential_Customer
278,279,400071,Female,158986,Bachelor's Degree,40,Corporate_Lawyer,0,1,1,0,6,16,1,0,1,0.5247156055769013,0.58,Potential_Customer,Prospect_Potential_Customer
279,280,400071,Female,73579,Post Doctoral Degree,59,Machine_Learning_Expert,0,0,1,1,26,22,0,1,0,0.42061670431315135,0.62,Non_Premium_Customer,Prospect_Potential_Customer
280,281,400101,Female,174073,Post Doctoral Degree,24,Machine_Learning_Expert,0,1,1,1,25,17,1,1,0,0.4246252834597875,0.44,Non_Potential_Customer,Prospect_Non_Potential_Customer
281,282,400101,Male,194722,Master's Degree,39,Data_Scientist,0,0,0,0,13,23,0,1,0,0.4420464718711401,0.84,Non_Premium_Customer,Prospect_Potential_Customer
282,283,400101,Male,174103,Bachelor's Degree,51,Full_Stack_Software_Developer,1,0,1,1,14,3,1,1,0,0.4806814687296174,0.56,Non_Premium_Customer,Prospect_Potential_Customer
283,284,400101,Male,63319,Bachelor's Degree,32,Machine_Learning_Expert,0,0,0,1,18,9,0,1,0,0.37077769919997466,0.64,Non_Premium_Customer,Prospect_Potential_Customer
284,285,400101,Female,155808,Master's Degree,49,Machine_Learning_Expert,1,0,1,0,9,27,1,0,1,0.3052313850026403,0.61,Non_Premium_Customer,Prospect_Potential_Customer
285,286,400101,Male,196165,Bachelor's Degree,52,Product_Manager,1,1,0,0,29,25,1,1,0,0.47137900644435715,0.54,Non_Premium_Customer,Prospect_Potential_Customer
286,287,400101,Male,94164,Post Doctoral Degree,37,Corporate_Lawyer,0,0,0,0,20,13,0,0,1,0.6924016061968432,0.47,Potential_Customer,Prospect_Potential_Customer
287,288,400101,Male,60139,Post Doctoral Degree,38,Full_Stack_Software_Developer,0,1,1,0,1,3,1,0,1,0.6199364231847201,0.46,Premium_Customer,Prospect_Potential_Customer
288,289,400101,Female,197325,Master's Degree,46,Corporate_Lawyer,0,1,1,0,25,11,1,1,0,0.6064041597594377,0.7,Potential_Customer,Prospect_Potential_Customer
289,290,400101,Male,132239,Post Doctoral Degree,56,Product_Manager,1,0,1,1,7,13,0,0,1,0.6908021883140645,0.21,Premium_Customer,Prospect_Potential_Customer
290,291,400067,Male,52861,Post Doctoral Degree,29,Investment Banker,1,0,0,1,27,13,1,0,1,0.5927222457716644,0.36,Premium_Customer,Prospect_Potential_Customer
291,292,400067,Male,118740,Bachelor's Degree,46,Product_Manager,0,0,1,0,3,13,0,0,1,0.566363407361773,0.23,Premium_Customer,Prospect_Potential_Customer
292,293,400067,Female,120106,Post Doctoral Degree,43,Corporate_Lawyer,1,1,0,0,25,8,0,1,0,0.6855327736118028,0.73,Potential_Customer,Prospect_Potential_Customer
293,294,400067,Female,114838,Master's Degree,56,Blockchain_Developer,1,1,0,1,30,11,0,0,1,0.4310761810156497,0.34,Non_Potential_Customer,Prospect_Non_Potential_Customer
294,295,400067,Female,36535,Bachelor's Degree,48,Blockchain_Developer,1,1,1,1,4,13,0,1,0,0.3816927037121202,0.5,Non_Premium_Customer,Prospect_Potential_Customer
295,296,400067,Male,90337,Post Doctoral Degree,24,Machine_Learning_Expert,0,1,1,0,7,15,0,1,0,0.5078989366669966,0.68,Non_Premium_Customer,Prospect_Potential_Customer
296,297,400067,Male,192311,Post Doctoral Degree,38,Management_Consultant,1,1,1,0,28,30,1,1,0,0.5315402343241767,0.37,Premium_Customer,Prospect_Potential_Customer
297,298,400067,Female,183574,Master's Degree,33,Blockchain_Developer,1,0,0,0,20,17,1,1,0,0.3486067225085067,0.52,Non_Premium_Customer,Prospect_Potential_Customer
298,299,400067,Male,148411,Post Doctoral Degree,59,Full_Stack_Software_Developer,1,0,0,1,3,28,0,0,1,0.5211830938282799,0.66,Potential_Customer,Prospect_Potential_Customer
299,300,400067,Male,81606,Post Doctoral Degree,35,Blockchain_Developer,0,0,0,1,5,17,0,0,1,0.5022932608291217,0.67,Non_Premium_Customer,Prospect_Potential_Customer
300,301,400104,Female,40340,Bachelor's Degree,45,Corporate_Lawyer,0,1,0,0,11,4,0,1,0,0.5865812180184603,0.5,Potential_Customer,Prospect_Potential_Customer
301,302,400104,Female,56375,Bachelor's Degree,35,Data_Scientist,1,1,0,1,8,3,1,1,0,0.39612780568803907,0.59,Non_Premium_Customer,Prospect_Potential_Customer
302,303,400104,Male,122206,Bachelor's Degree,43,Corporate_Lawyer,1,0,1,0,24,11,1,1,0,0.558355752914564,0.66,Potential_Customer,Prospect_Potential_Customer
303,304,400104,Male,42611,Post Doctoral Degree,49,Corporate_Lawyer,0,1,1,0,12,6,0,1,0,0.7502288549039973,0.49,Potential_Customer,Prospect_Potential_Customer
304,305,400104,Male,179278,Bachelor's Degree,32,Machine_Learning_Expert,0,0,1,0,6,2,0,1,0,0.42264188246748396,0.6,Non_Premium_Customer,Prospect_Potential_Customer
305,306,400104,Male,46807,Bachelor's Degree,52,Full_Stack_Software_Developer,1,1,1,0,14,8,1,1,0,0.46414390906284964,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
306,307,400104,Female,51063,Post Doctoral Degree,34,Management_Consultant,0,1,1,0,27,8,1,0,1,0.5768788753902334,0.46,Premium_Customer,Prospect_Potential_Customer
307,308,400104,Male,187703,Bachelor's Degree,57,Product_Manager,1,1,1,0,19,19,0,1,0,0.5565994495481469,0.47,Potential_Customer,Prospect_Potential_Customer
308,309,400104,Female,189707,Bachelor's Degree,28,Data_Scientist,1,1,0,1,30,6,0,1,0,0.4182520993379306,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
309,310,400104,Male,107153,Bachelor's Degree,45,Product_Manager,1,0,0,0,27,27,1,1,0,0.43703284802108777,0.31,Non_Potential_Customer,Prospect_Non_Potential_Customer
310,311,400010,Female,189349,Bachelor's Degree,27,Machine_Learning_Expert,1,0,0,0,22,18,0,0,1,0.2921345636689199,0.69,Non_Premium_Customer,Prospect_Potential_Customer
